시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,신호등화시간,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,도로안내표지일련번호,관리기관명,관리기관전화번호,데이터기준일자
경상북도,구미시,시도,514번,1공단로,3,경상북도 구미시 1공단로 169,경상북도 구미시 공단동 249-1,36.10232995,128.3818679,2,2,Y,1공단로-42,2,2,2,녹색+적색,17+143,2,1,1,N,00:00,00:00,N,N,Y,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로,3,경상북도 구미시 1공단로 132,경상북도 구미시 공단동 267,36.1016255,128.3771432,2,2,Y,1공단로-43,2,2,2,녹색+적색,23+98,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로,3,경상북도 구미시 1공단로 132,경상북도 구미시 공단동 267,36.1016255,128.3771248,3,2,Y,1공단로-44,1,4,3,녹색/녹색좌회전+황색+적색,27+3+119,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로,3,경상북도 구미시 1공단로 132,경상북도 구미시 공단동 267,36.1016255,128.3771248,3,2,Y,1공단로-45,1,4,5,녹색+황색+녹색좌회전+황색+적색,52+3+10+3+60,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로,3,경상북도 구미시 1공단로 169,경상북도 구미시 공단동 249-1,36.10232995,128.3818184,2,2,Y,1공단로-46,2,2,2,녹색+적색,17+143,2,1,1,N,00:00,00:00,N,N,Y,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로,3,경상북도 구미시 1공단로 169,경상북도 구미시 공단동 249-1,36.10232995,128.3818184,3,2,Y,1공단로-47,1,4,5,녹색+황색+녹색좌회전+황색+적색,48+3+20+3+24,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로,3,경상북도 구미시 1공단로 121,경상북도 구미시 공단동 242-2,36.1025033,128.375857,3,2,Y,1공단로-48,1,4,3,녹색/녹색좌회전+황색+적색,36+3+120,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로,3,경상북도 구미시 1공단로 121,경상북도 구미시 공단동 242-2,36.1025033,128.375857,3,2,Y,1공단로-49,1,4,5,녹색+황색+녹색좌회전+황색+적색,87+3+26+3+120,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로10길,3,경상북도 구미시 1공단로10길 154,경상북도 구미시 공단동 321-5,36.08817064,128.381812,3,2,Y,1공단로10길-1,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로10길,3,경상북도 구미시 1공단로10길 154,경상북도 구미시 공단동 321-5,36.08817064,128.381812,3,2,Y,1공단로10길-2,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로10길,3,경상북도 구미시 1공단로10길 154,경상북도 구미시 공단동 321-5,36.08817064,128.381812,3,2,Y,1공단로10길-3,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로10길,3,경상북도 구미시 1공단로10길 154,경상북도 구미시 공단동 321-5,36.08817064,128.381812,3,2,Y,1공단로10길-4,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로10길,3,경상북도 구미시 1공단로10길 5,경상북도 구미시 공단동 265,36.10163735,128.3824838,2,2,Y,1공단로10길-5,2,2,2,녹색+적색,17+133,2,1,1,N,00:00,00:00,N,Y,Y,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로10길,3,경상북도 구미시 1공단로10길 5,경상북도 구미시 공단동 265,36.10163735,128.3824838,3,2,Y,1공단로10길-6,1,4,4,녹색+녹색/녹색좌회전+황색+적색,63+25+3+68,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로10길,3,경상북도 구미시 1공단로10길 5,경상북도 구미시 공단동 265,36.10163735,128.3824838,3,2,Y,1공단로10길-7,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로10길,3,경상북도 구미시 1공단로10길 5,경상북도 구미시 공단동 265,36.10163735,128.3824838,2,2,Y,1공단로10길-8,2,2,2,녹색+적색,23+97,2,1,1,N,00:00,00:00,N,N,Y,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,지방도,514번,1공단로3길,3,경상북도 구미시 1공단로3길 95,경상북도 구미시 광평동 61-1,36.1105142,128.3660569,3,2,Y,1공단로3길-1,1,4,5,녹색+황색+녹색좌회전+황색+적색,105+3+12+3+28,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,지방도,514번,1공단로3길,3,경상북도 구미시 1공단로3길 95,경상북도 구미시 광평동 61-1,36.1105142,128.3660569,2,2,Y,1공단로3길-2,2,2,2,녹색+적색,23+97,2,1,1,N,00:00,00:00,N,Y,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,지방도,514번,1공단로3길,3,경상북도 구미시 1공단로3길 95,경상북도 구미시 광평동 61-1,36.1105142,128.3660569,3,2,Y,1공단로3길-3,1,4,5,녹색+황색+녹색좌회전+황색+적색,105+3+12+3+28,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,지방도,514번,1공단로3길,3,경상북도 구미시 1공단로3길 95,경상북도 구미시 광평동 61-1,36.1105142,128.3660569,2,2,Y,1공단로3길-4,2,2,2,녹색+적색,23+98,2,1,1,N,00:00,00:00,N,Y,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,지방도,514번,1공단로3길,3,경상북도 구미시 1공단로3길 95,경상북도 구미시 광평동 61-1,36.1105142,128.3660569,3,2,Y,1공단로3길-5,1,4,5,녹색+황색+녹색좌회전+황색+적색,50+3+10+3+60,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,지방도,514번,1공단로3길,3,경상북도 구미시 1공단로3길 95,경상북도 구미시 광평동 61-1,36.1105142,128.3660569,2,2,Y,1공단로3길-6,2,2,2,녹색+적색,23+98,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로4길 38-10,경상북도 구미시 공단동 282-94,36.09933415,128.369114,3,2,Y,1공단로4길-1,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로4길 38-10,경상북도 구미시 공단동 282-94,36.09933415,128.369114,3,2,Y,1공단로4길-2,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로4길 38-10,경상북도 구미시 공단동 282-94,36.09933415,128.369114,2,2,Y,1공단로4길-3,2,2,2,녹색+적색,17+133,2,1,1,N,00:00,00:00,N,Y,Y,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로4길 38-10,경상북도 구미시 공단동 282-94,36.09933415,128.369114,3,2,Y,1공단로4길-4,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로4길 38-10,경상북도 구미시 공단동 282-94,36.0993978,128.369114,3,2,Y,1공단로4길-5,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로4길 38-10,경상북도 구미시 공단동 282-94,36.0993978,128.369114,2,2,Y,1공단로4길-6,2,2,2,녹색+적색,17+133,2,1,1,N,00:00,00:00,N,Y,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로4길 38-10,경상북도 구미시 공단동 282-94,36.09939764,128.369114,3,2,Y,1공단로4길-7,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로4길 38-10,경상북도 구미시 공단동 282-94,36.09939764,128.369114,2,2,Y,1공단로4길-8,2,2,2,녹색+적색,17+133,2,1,1,N,00:00,00:00,N,Y,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로4길 38-10,경상북도 구미시 공단동 282-94,36.09933415,128.369114,3,2,Y,1공단로4길-9,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로4길 38-10,경상북도 구미시 공단동 282-94,36.09933415,128.369114,3,2,Y,1공단로4길-10,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로 86-42,경상북도 구미시 공단동 281,36.09832681,128.3715961,3,2,Y,1공단로4길-11,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로 86-42,경상북도 구미시 공단동 281,36.09832681,128.3715961,3,2,Y,1공단로4길-12,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로4길 172,경상북도 구미시 임은동 145-1,36.08657468,128.3705644,2,2,Y,1공단로4길-13,2,2,2,녹색+적색,17+133,2,1,1,N,00:00,00:00,N,Y,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로4길 172,경상북도 구미시 임은동 145-1,36.08657468,128.3705644,3,2,Y,1공단로4길-14,1,4,4,녹색+녹색/녹색좌회전+황색+적색,25+15+3+110,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로4길 172,경상북도 구미시 임은동 145-1,36.08657468,128.3705644,3,2,Y,1공단로4길-15,1,4,3,녹색/녹색좌회전+황색+적색,26+3+120,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로4길 172,경상북도 구미시 임은동 145-1,36.08657468,128.3705644,3,2,Y,1공단로4길-16,1,4,3,녹색/녹색좌회전+황색+적색,32+3+120,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로4길 172,경상북도 구미시 임은동 145-1,36.08657468,128.3705644,3,2,Y,1공단로4길-17,1,4,5,녹색+황색+녹색좌회전+황색+적색,48+3+20+3+24,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로4길 172,경상북도 구미시 임은동 145-1,36.08657468,128.3705644,2,2,Y,1공단로4길-18,2,2,2,녹색+적색,23+97,2,1,1,N,00:00,00:00,N,Y,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로4길 172,경상북도 구미시 임은동 145-1,36.08657468,128.3705644,2,2,Y,1공단로4길-19,2,2,2,녹색+적색,24+106,2,1,1,N,00:00,00:00,N,Y,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로4길 172,경상북도 구미시 임은동 145-1,36.08657468,128.3705644,3,2,Y,1공단로4길-20,1,4,4,녹색+녹색/녹색좌회전+황색+적색,104+15+3+28,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로4길,3,경상북도 구미시 1공단로4길 172,경상북도 구미시 임은동 145-1,36.08657468,128.3705644,2,2,Y,1공단로4길-21,2,2,2,녹색+적색,17+133,2,1,1,N,00:00,00:00,N,Y,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로5길,3,경상북도 구미시 1공단로5길 56,경상북도 구미시 공단동 215-7,36.10704164,128.3757897,3,2,Y,1공단로5길-1,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로5길,3,경상북도 구미시 1공단로5길 56,경상북도 구미시 공단동 215-7,36.10708744,128.3757897,3,2,Y,1공단로5길-2,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로5길,3,경상북도 구미시 1공단로5길 56,경상북도 구미시 공단동 215-7,36.10708744,128.3757803,3,2,Y,1공단로5길-3,6,1,1,황색,1,2,1,1,Y,00:00,23:59,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 103-97,경상북도 구미시 공단동 292-46,36.09312518,128.381626,2,2,Y,1공단로6길-1,2,2,2,녹색+적색,23+98,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 103-97,경상북도 구미시 공단동 292-46,36.09312518,128.381626,3,2,Y,1공단로6길-2,1,4,5,녹색+황색+녹색좌회전+황색+적색,50+3+10+3+60,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 103-97,경상북도 구미시 공단동 292-46,36.09312518,128.381626,3,2,Y,1공단로6길-3,1,4,5,녹색+황색+녹색좌회전+황색+적색,105+3+12+3+28,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 204,경상북도 구미시 공단동 320-38,36.08393803,128.3766648,2,2,Y,1공단로6길-4,2,2,2,녹색+적색,17+133,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 204,경상북도 구미시 공단동 320-38,36.08393803,128.3766648,3,2,Y,1공단로6길-5,1,3,3,녹색+황색+적색,89+3+20,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 204,경상북도 구미시 공단동 320-38,36.08393803,128.3766648,3,2,Y,1공단로6길-6,1,4,3,녹색/녹색좌회전+황색+적색,50+3+104,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 106,경상북도 구미시 공단동 303-13,36.0925261,128.3760979,2,2,Y,1공단로6길-7,2,2,2,녹색+적색,24+106,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 106,경상북도 구미시 공단동 303-13,36.0925261,128.3760979,2,2,Y,1공단로6길-8,2,2,2,녹색+적색,23+97,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 204,경상북도 구미시 공단동 320-38,36.08393803,128.3766648,3,2,Y,1공단로6길-9,1,4,3,녹색/녹색좌회전+황색+적색,36+3+102,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 204,경상북도 구미시 공단동 320-38,36.08393803,128.3766648,2,2,Y,1공단로6길-10,2,2,2,녹색+적색,17+143,2,1,1,N,00:00,00:00,N,Y,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 204,경상북도 구미시 공단동 320-38,36.08393803,128.3766648,3,2,Y,1공단로6길-11,1,3,3,녹색+황색+적색,122+3+25,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 204,경상북도 구미시 공단동 320-38,36.08393803,128.3766648,3,2,Y,1공단로6길-12,1,4,4,녹색+녹색/녹색좌회전+황색+적색,25+15+3+110,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 139,경상북도 구미시 공단동 300-13,36.08960682,128.3778025,2,2,Y,1공단로6길-13,2,2,2,녹색+적색,23+98,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 139,경상북도 구미시 공단동 300-13,36.08960682,128.3778025,2,2,Y,1공단로6길-14,2,2,2,녹색+적색,23+98,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 139,경상북도 구미시 공단동 300-13,36.08964515,128.3778025,3,2,Y,1공단로6길-15,1,3,3,녹색+황색+적색,82+3+47,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 139,경상북도 구미시 공단동 300-13,36.08964515,128.3778025,3,2,Y,1공단로6길-16,1,4,3,녹색/녹색좌회전+황색+적색,27+3+119,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 139,경상북도 구미시 공단동 300-13,36.08960682,128.3778025,2,2,Y,1공단로6길-17,2,2,2,녹색+적색,17+133,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 139,경상북도 구미시 공단동 300-13,36.08960682,128.3778025,3,2,Y,1공단로6길-18,1,3,3,녹색좌회전+황색+적색,22+3+125,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 139,경상북도 구미시 공단동 300-13,36.08966362,128.3778025,2,2,Y,1공단로6길-19,2,2,2,녹색+적색,17+133,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 204,경상북도 구미시 공단동 320-38,36.08393803,128.3766648,3,2,Y,1공단로6길-20,1,3,3,녹색+황색+적색,128+3+29,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 204,경상북도 구미시 공단동 320-38,36.08393803,128.3766648,3,2,Y,1공단로6길-21,1,4,5,녹색+황색+녹색좌회전+황색+적색,87+3+26+3+120,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
경상북도,구미시,시도,514번,1공단로6길,3,경상북도 구미시 1공단로6길 151-39,경상북도 구미시 공단동 300-11,36.08982754,128.3773767,3,2,Y,1공단로6길-22,1,3,3,녹색+황색+적색,126+3+30,2,1,1,N,00:00,00:00,N,N,N,,경상북도 구미시청,054-480-6114,2026-03-31
